Army chief Manoj Mukund Naravane: An officer who is known to deliver,2020-01-05T07:05:37+05:30,Sushant Singh,"Army Chief, Manoj Mukund Naravane",https://indianexpress.com/article/india/the-army-chief-general-manoj-mukund-naravane-6199984/
"Sushil Modi announces dates for Bihar NPR; no problem, says ally JD-U",2020-01-05T07:27:15+05:30,Santosh Singh,"Bihar, Citizenship Law, National Population Register, National Register of Citizens, Sushil Modi",https://indianexpress.com/article/india/sushil-modi-bihar-npr-dates-announce-jd-u-6200031/
"Soleimani plotted terror in India, says Trump; Delhi walks diplomatic tightrope",2020-01-05T07:51:23+05:30,Krishn Kaushik,"donald trump, General Qassem Soleimani, Ministry of External Affairs",https://indianexpress.com/article/india/qassem-soleimani-killing-iran-donald-trump-delhi-terror-attacks-6200035/
"Delhi Police denied it, but internal probe finds 2 of their personnel fired during Jamia protests",2020-01-05T10:30:12+05:30,Mahender Singh Manral,"CAA protests, Delhi Police, Jamia Milia Islamia University",https://indianexpress.com/article/india/citizenship-act-protest-jamia-university-delhi-police-firing-6200029/
"District data: In Dindori, 93% homes have no toilets, over half have no kitchens",2020-01-05T06:01:20+05:30,,Madhya Pradesh,https://indianexpress.com/article/india/district-data-in-dindori-93-homes-have-no-toilets-over-half-have-no-kitchens-6199975/
Documents in Dindori,2020-01-05T16:01:18+05:30,Milind Ghatwai,"Citizenship Amendment Act, Madhya Pradesh, NRC",https://indianexpress.com/article/india/documents-in-dindori-citizenship-act-madhya-pradesh-6199950/
‘It’s unthinkable to do n-test now unless you want to be N Korea… but there is always dil maange more’,2020-01-05T07:14:04+05:30,Express News Service,Idea Exchange,https://indianexpress.com/article/india/anil-kakodkar-suresh-gangotra-india-nuclear-programme-6199936/
IAS officer who quit over J&K curbs held on way to AMU,2020-01-05T03:53:54+05:30,Amil Bhatnagar,,https://indianexpress.com/article/india/ias-officer-who-quit-over-jk-curbs-held-on-way-to-amu-6200058/
"UP: Congress will ensure justice, says Priyanka Gandhi to victims’ kin",2020-01-05T06:09:20+05:30,Express News Service,Priyanka Gandhi,https://indianexpress.com/article/india/congress-will-ensure-justice-says-priyanka-gandhi-6200055/
Battle-ready: Kejriwal’s transition from the perpetual protester to the affable family man,2020-01-05T14:36:18+05:30,Sourav Roy Barman,"Arvind Kejriwal, BJP, Citizenship Amendment Act, delhi",https://indianexpress.com/article/india/battle-ready-delhi-assembly-polls-arvind-kejriwal-bjp-6199882/
"Activist Sadaf Jafar, ex-IPS officer Darapuri, 10 others get bail",2020-01-05T03:29:12+05:30,Express News Service,Sadaf Jafar,https://indianexpress.com/article/india/activist-sadaf-ex-ips-officer-darapuri-10-others-get-bail-6200053/
"From mobile app to library, a farmers’ club in Kerala district ploughs a unique path",2020-01-05T12:40:40+05:30,Shaju Philip,Kerala,https://indianexpress.com/article/india/from-mobile-app-to-library-a-farmers-club-in-kerala-district-ploughs-a-unique-path-6200024/
"Final list sent for approval: Shiv Sena, NCP blame Governor for ‘delaying’ portfolio allocation by a day",2020-01-05T07:55:43+05:30,Vishwas Waghmode,"Maha Vikas Aghadi, Uddhav Thackeray",https://indianexpress.com/article/india/maharashtra-cabinet-expansion-shiv-sena-ncp-blame-governor-for-delaying-portfolio-allocation6200040/
"55 yrs after death, selected works of India’s first PM completed: ‘Nehru was genuinely global, his nationalism inclusive’",2020-01-05T09:31:41+05:30,Seema Chishti,Jawaharlal Nehru,https://indianexpress.com/article/india/pm-jawaharlal-nehru-selected-works-madhavan-palat-6200019/
"Srinagar: Militants throw grenade at CRPF men, civilian injured",2020-01-05T03:04:19+05:30,Express News Service,,https://indianexpress.com/article/india/srinagar-militants-throw-grenade-at-crpf-men-civilian-injured-6200030/
Venkaiah for more public awareness on functioning of RS ethics panel,2020-01-05T03:01:57+05:30,Express News Service,"M Venkaiah Naidu, Rajya Sabha",https://indianexpress.com/article/india/venkaiah-for-more-public-awareness-on-functioning-of-rs-ethics-panel-6200013/
"Kashmir: Shia groups in Kargil, Valley protest Iran commander’s killing in US strike",2020-01-05T02:55:45+05:30,Express News Service,General Qassem Soleimani,https://indianexpress.com/article/india/shia-groups-in-kargil-valley-protest-iran-commanders-killing-in-us-strike-6200012/
"Meenakshi Lekhi, Pakistan minister in war of words",2020-01-05T02:38:56+05:30,Express News Service,"Citizenship Law, Meenakshi Lekhi, Nankana Sahib",https://indianexpress.com/article/india/meenakshi-lekhi-pakistan-minister-in-war-of-words-6200006/
"Leaders condemn Nankana Sahib attack, Pakistan says gurdwara ‘untouched’",2020-01-05T11:28:52+05:30,Navjeevan Gopal,"Nankana Sahib, Pakistan",https://indianexpress.com/article/india/leaders-condemn-nankana-sahib-attack-pakistan-says-gurdwara-untouched-6200005/
Congress condemns Nankana Sahib gurdwara attack,2020-01-05T02:25:31+05:30,Express News Service,"Nankana Sahib, Sonia Gandhi",https://indianexpress.com/article/india/congress-sonia-gandhi-condemns-nankana-sahib-gurdwara-attack-6200008/
"Why did Home Minister not say govt is doing NPR, not NRC: P Chidambaram",2020-01-05T17:25:37+05:30,Express Web Desk,"amit shah, Citizenship Amendment Act, P Chidambaram",https://indianexpress.com/article/india/p-chidambaram-npr-nrc-caa-bjp-government-6199850/
Congress condemns Nankana Sahib gurdwara attack,2020-01-05T02:25:31+05:30,Express News Service,"Nankana Sahib, Sonia Gandhi",https://indianexpress.com/article/india/congress-sonia-gandhi-condemns-nankana-sahib-gurdwara-attack-6200008/
"Why did Home Minister not say govt is doing NPR, not NRC: P Chidambaram",2020-01-05T17:25:37+05:30,Express Web Desk,"amit shah, Citizenship Amendment Act, P Chidambaram",https://indianexpress.com/article/india/p-chidambaram-npr-nrc-caa-bjp-government-6199850/
"Haryana govt for use of Hindi in HC, to seek consent of President",2020-01-04T21:48:46+05:30,Express News Service,Manohar Lal Khattar,https://indianexpress.com/article/india/haryana-govt-for-use-of-hindi-in-hc-to-seek-consent-of-president-6199840/
‘Absolutely false’: Netflix on free subscription linked to BJP’s missed call campaign,2020-01-04T21:44:33+05:30,Express Web Desk,"CAA protests, Netflix",https://indianexpress.com/article/india/netflix-bjp-missed-call-campaign-citizenship-law-6199708/
Sonia Gandhi urges Centre to take up Nankana Sahib gurdwara attack with Pakistan,2020-01-04T21:31:55+05:30,Express Web Desk,"Nankana Sahib, Pakistan, Sonia Gandhi",https://indianexpress.com/article/india/sonia-gandhi-urges-centre-to-take-up-nankana-sahib-gurdwara-attack-with-pakistan-6199779/
Haryana: Dushyant Chautala fails to fulfil JJP’s pre-poll old age pension hike promise,2020-01-04T21:27:52+05:30,Express News Service,Dushyant Chautala,https://indianexpress.com/article/india/dushyant-fails-to-fulfil-jjps-pre-poll-old-age-pension-hike-promise-6199835/
Karnataka: BJP MLA Somasekhara Reddy booked for threatening anti-CAA protesters,2020-01-04T21:12:06+05:30,Darshan Devaiah BP,"BJP, Citizenship Amendment Act, Karnataka, Somasekhara Reddy",https://indianexpress.com/article/india/karnataka-bjp-mla-somasekhara-reddy-booked-for-threatening-anti-caa-protesters-6199769/
Gujarat: Statue of Mahatma Gandhi vandalised in Amreli,2020-01-04T20:46:52+05:30,PTI,"Gujarat, Mahatma Gandhi",https://indianexpress.com/article/india/gujarat-statue-of-mahatma-gandhi-vandalised-in-amreli-6199808/
‘Will speak to CM Uddhav Thackeray and comment’: Abdul Sattar on resignation rumours,2020-01-04T21:19:22+05:30,Express Web Desk,Abdul Sattar,https://indianexpress.com/article/india/sena-leader-sattar-on-resignation-rumours-slated-to-meet-cm-uddhav-tomorrow-6199705/
